DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,RELATE_RSTRNT_NM,RSTRNT_TEL_NO,RSTRNT_ADDR,REGIST_DE,CORE_KWRD_CN,OPN_DE
369,떡갈비의 변신은 무죄? 송정 떡갈비,"떡갈비는 왕실 사람들이 섭취하기 편하게 소고기를 잘게 다져서 양념하여 구워 먹는 궁중음식이었다. 전라도 지방에는 610여 년 전 담양에 유배된 사대부가 떡갈비를 전하였고, 경기 지방에는 1910년을 전후하여 궁궐에서 방출된 나인들이 떡갈비를 전하였다. 송정 떡갈비는 1950년대에 궁중 떡갈비를 서민의 음식으로 발전시킨 광주광역시 광산구의 향토음식이다.",향토음식의 유래와 역사,https://minio.nculture.org/amsweb-opt/multimedia_assets/156/25653/11880/c/25653-thumb.jpg,https://ncms.nculture.org/food/story/1768,현대-현대(1945.8.15~현재),광주광역시,광산구,광주광역시 광산구 송정2동 830-6,빛고을떡갈비,050713976673,광주 광산구 광산로29번길 14,20180328,"떡갈비, 송정, 송정역, 광주광역시, 광주, 향토음식",20220630
370,떡갈비의 변신은 무죄? 송정 떡갈비,"떡갈비는 왕실 사람들이 섭취하기 편하게 소고기를 잘게 다져서 양념하여 구워 먹는 궁중음식이었다. 전라도 지방에는 610여 년 전 담양에 유배된 사대부가 떡갈비를 전하였고, 경기 지방에는 1910년을 전후하여 궁궐에서 방출된 나인들이 떡갈비를 전하였다. 송정 떡갈비는 1950년대에 궁중 떡갈비를 서민의 음식으로 발전시킨 광주광역시 광산구의 향토음식이다.",향토음식의 유래와 역사,https://minio.nculture.org/amsweb-opt/multimedia_assets/156/25653/11880/c/25653-thumb.jpg,https://ncms.nculture.org/food/story/1768,현대-현대(1945.8.15~현재),광주광역시,광산구,광주광역시 광산구 송정2동 830-6,종가집떡갈비,050714588301,광주 광산구 광산로19번길 26 동백빌딩 1층,20180328,"떡갈비, 송정, 송정역, 광주광역시, 광주, 향토음식",20220630
371,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,역전추어탕,0543712367,경북 청도군 청도읍 청화로 204,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
372,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,삼양식당,0543712331,경북 청도군 청도읍 청화로 206-1,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
373,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,의성식당 본점,0543712349,경북 청도군 청도읍 청화로 204,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
374,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,황토추어탕,0543737877,경북 청도군 청도읍 냉정1길 12-1,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
375,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,덕산추어탕,0543729059,경북 청도군 각북면 헐티로 1054,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
376,"미꾸라지와 민물생선의 컬래버레이션, 청도 추어탕","청도 추어탕은 미꾸라지와 민물고기를 함께 넣어 맑게 끓여낸 경상북도 청도군의 향토 음식이다. 청도에는 미꾸라지보다 민물고기가 풍부한데, 이 때문에 청도 추어탕은 미꾸라지와 민물고기를 섞어 맑게 끓여내는 것이 특징이다. 미꾸라지를 통째로 끓인 서울식, 뼈까지 갈아넣는 남원식 추어탕과는 또 다른 매력이 있어 사람들의 입맛을 사로잡았다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1769,현대-현대(1945.8.15~현재),경상북도,청도군,경상북도 청도군 청도읍 청화로 204-1,원조청도추어탕고디탕,0543715510,경북 청도군 청도읍 청화로 211,20180425,"경상북도, 청도군, 향토음식, 청도추어탕, 추어탕",20220630
377,임진 의병의 휴대용 전투식량을 계승한 의령 망개떡,망개떡은 청미래덩굴 잎으로 떡을 감싼 송편의 일종으로 경상남도 의령지역을 대표하는 향토음식이다. 청미래덩굴은 백합과의 활엽 덩굴성 관목으로 뿌리에는 녹말성분이 많이 들어 있어서 흉년에는 구황식품으로 이용되었다.,향토음식의 유래와 역사,https://minio.nculture.org/amsweb-opt/multimedia_assets/138/25588/11815/c/25588-thumb.jpg,https://ncms.nculture.org/food/story/1770,조선-조선 전체,경상남도,의령군,경남 의령군 의령읍 의병로24길 31-1 군민문화회관,의령망개떡,050713412422,경남 의령군 의령읍 의병로18길 3-4 의령망개떡,20180408,"망개떡, 떡, 의령군, 곽재우, 경상남도, 송편, 향토음식",20220630
378,임진 의병의 휴대용 전투식량을 계승한 의령 망개떡,망개떡은 청미래덩굴 잎으로 떡을 감싼 송편의 일종으로 경상남도 의령지역을 대표하는 향토음식이다. 청미래덩굴은 백합과의 활엽 덩굴성 관목으로 뿌리에는 녹말성분이 많이 들어 있어서 흉년에는 구황식품으로 이용되었다.,향토음식의 유래와 역사,https://minio.nculture.org/amsweb-opt/multimedia_assets/138/25588/11815/c/25588-thumb.jpg,https://ncms.nculture.org/food/story/1770,조선-조선 전체,경상남도,의령군,경남 의령군 의령읍 의병로24길 31-1 군민문화회관,의령부자망개떡,050713995610,경남 의령군 정곡면 법정로 937-3,20180408,"망개떡, 떡, 의령군, 곽재우, 경상남도, 송편, 향토음식",20220630
379,임진 의병의 휴대용 전투식량을 계승한 의령 망개떡,망개떡은 청미래덩굴 잎으로 떡을 감싼 송편의 일종으로 경상남도 의령지역을 대표하는 향토음식이다. 청미래덩굴은 백합과의 활엽 덩굴성 관목으로 뿌리에는 녹말성분이 많이 들어 있어서 흉년에는 구황식품으로 이용되었다.,향토음식의 유래와 역사,https://minio.nculture.org/amsweb-opt/multimedia_assets/138/25588/11815/c/25588-thumb.jpg,https://ncms.nculture.org/food/story/1770,조선-조선 전체,경상남도,의령군,경남 의령군 의령읍 의병로24길 31-1 군민문화회관,의령망개떡김가네,050714391501,경남 의령군 의령읍 충익로 22-1,20180408,"망개떡, 떡, 의령군, 곽재우, 경상남도, 송편, 향토음식",20220630
380,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",올래국수,0647427355,제주 제주시 귀아랑길 24 올래국수,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
381,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",가시아방국수,0647830987,제주 서귀포시 성산읍 섭지코지로 10,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
382,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",삼대국수회관,0647596645,제주 제주시 삼성로 41,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
383,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",자매국수,0647462222,제주 제주시 탑동로11길 6,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
384,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",삼무국수,0647115656,제주 제주시 삼무로3길 46-1 삼광빌딩,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
385,너무나 유명한 제주 고기국수,고기국수는 돼지고기 육수를 이용한 제주도의 향토음식이다. 소고기 육수나 멸치 육수에 소면을 담아내는 육지와는 달리 제주에서는 돼지고기와 돼지뼈를 우려낸 육수에 중면을 말고 돼지고기 편육을 고명으로 얹어낸다.,지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/32/85727/92843/c/%EC%A0%9C%EC%A3%BC-%EA%B3%A0%EA%B8%B0%EA%B5%AD%EC%88%98-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1771,해당없음,제주특별자치도,제주시,"제주특별자치도 중앙로 2, 2층",국수마당,0647276001,제주 제주시 삼성로 65 국수마당 본점,20180907,"고기국수, 돔배고기, 돼지고기 국물, 제주도, 맛집, 향토음식",20220630
386,“지역 농가의 오미자로 만든 자연 스파클링 와인과 증류주”,"오미자(五味子)는 신맛, 단맛, 짠맛, 쓴맛, 매운맛의 5가지 맛이 난다고 하여 오미자라고 부른다. 오미자의 신맛이 기침을 줄이고 폐를 건강하게 하며 유기산이 많아 피로 해소에도 좋다. 우리나라에선 주로 한약재로 이용되었는데, 2000년대부터 과일로 인식되어 산업화하기 시작했다. 문경은 2006년 오미자 산업 특구로 지정되었다. 전국 오미자 생산량의 대부분을 문경에서 생산하고, 신증동국여지승람(新增東國輿地勝覽) 등 조선시대 문헌에도 오미자를 문경의 토산물(특산물)로 기록하고 있다. 문경에서 국내 최초의 오미자 와인인 ‘오미로제’와 증류주 ‘고운달’이 탄생했다.",우리 음식의 맛과 이야기,https://minio.nculture.org/amsweb-opt/multimedia_assets/69/27837/18778/c/27837-thumb.jpg,https://ncms.nculture.org/food/story/1772,해당없음,경상북도,문경시,경상북도 문경시,오미나라,0545720601,경북 문경시 문경읍 진안리 84-3,20190911,"스파클링와인, 오미자화채, 향토음식",20220630
