DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
115,이순신 탄신일에 개최되는 아산 성웅이순신축제,"아산 성웅이순신축제는 처음 1964년 온양문화제로 시작하였고, 2004년 이래 아산성웅이순신축제로 명칭을 바꾸어 개최되고 있다. 매년 4월 28일 이순신 탄신일을 전후하여 개최된다. 온양온천과 이순신을 결합한 문화제는 존재하기 어렵다는 지적이 제기되어 지금은 이순신 위주의 축제를 꾸리고 있다. 학술세미나, 토크콘서트 등이 열리고 이순신을 주제로한 다양한 행사가 진행된다. 이순신은 본가가 충남 아산 염치면 백암리이고, 묘가 아산시 음봉면 어라산에 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/144/30198/17094/c/091_2019-아산성웅이순신축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/489,충청남도,아산시,충청남도 아산시 온양2동 206-24,다례제,이순신 장군의 탄신일을 기념하여 열리는 제전으로 현충사에서 열린다.,20191021,"이순신, 온양, 아산",20220330
116,우리 김장문화를 널리 알리는 '광주세계김치축제',"우리나라 김장문화는 2013년 유네스코 인류무형유산으로 등재되었다. 광주세계김치축제는 국내 유일의 김치테마 축제로, 김치의 우수성과 우리나라의 다양한 김치를 세계에 널리 알리는 행사이다. 광주세계김치축제는 김치와 관련된 각종 경연대회와 문화행사로 이루어져 있다. 그리고 시중가보다 저렴한 가격에 김치와 김치 재료 등을 살 수 있으며 각종 먹을거리도 맛볼 수 있다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/129/30183/17050/c/076_2019광주세계김치축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/170,광주광역시,남구,광주광역시 남구 임암동 김치로 60,다목적 체험관,"전통발효식품 체험, 어린이 김치담그기 체험, 추억의 오징어게임 등 남녀노소 모두 참여할 수 있는 다양한 프로그램들이 기획되어있다.",20191018,"광주, 김치, 유네스코, 축제, 고려인",20220330
117,녹차의 수도 전남 보성에서 열리는 '보성다향 대축제',"보성은 우리나라 최대의 차 생산지이자 차 산업의 발상지로, 명실상부한 대한민국 녹차의 수도이다. 이러한 자부심 속에서 1985년 ‘다향제’가 시작되었고, 2009년에 ‘보성다향대축제’로 축제 명칭이 바뀌어 오늘에 이르렀다. 보성다향대축제에서는 풍다를 기원하는 다신제와 관광객이 직접 찻잎을 딸 수 있는 체험 등 다양한 프로그램이 진행된다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/206/30260/17175/c/156_제-44회-보성다향대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/298,전라남도,보성군,전라남도 보성군 보성읍 봉산리 1193,다신제,"청소년에게 차 문화와 우수성을 알리기 위해 행해지고 있다. 임금님의 행차를 시작으로 분향례, 강신례, 헌다례, 음복례 등으로 진행된다.",20191021,"보성, 녹차, 축제, 다신제, 차예절, 음식축제",20220330
118,차시배지에서 열리는 하동야생차문화축제,"하동야생차문화축제는 1996년부터 시작된 차문화축제이다. 하동군은 828년(신라 흥덕왕 3) 당나라에서 김대렴이 차씨를 가져와 왕명으로 차를 심은 우리나라 최초의 차 시배지이다. 고려, 조선 시대에 하동의 차는 진상품이었고 중국으로 가는 사신들의 행장에 선물로 들어있기도 했다. 이러한 역사적 사실을 바탕으로 국내는 물론 세계에 하동 야생녹차의 우수성을 알리기 위해 매년 5월 하동야생차문화축제를 연다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/133/30187/17054/c/079_2019-하동야생차문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/407,경상남도,하동군,경남 하동군 화개면 운수리 664,다악한마당,"전통음악과 전통차를 함께 즐기는 국악 공연으로 소리꾼들과 농악단, 예술단들의 다양한 공연을 관람할 수 있다.",20191021,"차밭, 야생차, 쌍계사, 섬진강, 화개차, 차시배지",20220330
119,"어린이날, 나루몽과 함께 해요! 서울동화축제","서울동화축제는 어린이날 어린이대공원을 중심으로 광진구에서 펼쳐지는 어린이 축제다. 2012년 처음 개최되었는데, 서울어린이대공원 등 광진구의 지역 인프라를 ‘동화’라는 주제와 결합하여 광진구를 브랜드화하기 위해서 시작했지만, 지금은 가족과 어린이를 위한 참여형 프로그램, 동화에 관한 학술대회와 포럼 등 다양하고 전방위적인 프로그램을 운영하며 성공적인 어린이 축제로 자리매김하고 있다. 나루몽이라는 캐릭터가 서울동화축제의 마스코트이다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/168/30222/17135/c/113_-2019-서울동화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/484,서울특별시,광진구,서울 광진구 능동 18,다양한 체험 프로그램,"잔디 마당에서 운영되는 다양한 체험 부스 프로그램으로 동화센터 전시회, 구연동화는 물론 동화 네일 아트, 페이스 페인팅 등 아이들이 좋아할 여러 체험들을 만나 볼 수 있다.",20191021,"동화, 동심, 꿈, 소망, 나루몽",20220330
120,1990년부터 열린 여주도자기 축제,"여주는 고려시대부터 백자 가마터가 있던 곳이다. 양질의 고령토와 가마불을 땔 소나무, 깨끗한 물이 있기에 도자기 생산에 적합한 조건을 갖추고 있다. 전국에 유통되는 생활도자기의 60%가 여주에서 생산되고 있다. 여주도자기 축제는 1990년 시작된 도자기를 주제로 한 축제이다. 매년 4~5월에 개최되는 여주도자기 축제에서는 흙을 만지며 직접 도자기를 빚을 수도 있고, 도자접시 깨기 대회도 개최된다. 여주도자기 축제를 통해 도자기 문화의 대중화와 세계화를 꾀하고 있다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/157/30211/17124/c/099_2019-여주도자기축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/595,경기도,여주시,경기 여주시 천송동 294-3,다양한 체험행사,"도자를 집적 손으로 만들어보는 '도자기 물레체험'을 필두로 도자기 핸드페인팅, 도자기 흙밟기 체험, 머그컵 낚시 체험 등이 있다.",20191112,"도자기, 여주, 소나무, 고려백자",20220330
121,"제주 자생종 왕벚꽃의 향연, 제주왕벚꽃축제",제주왕벚꽃축제는 1992년부터 제주특별자치도 제주시 제주시민복지타운 일대에서 개최되는 왕벚꽃 축제이다. 제주 왕벚꽃은 한 때 일본의 국화로 오인되었으나 해외 박사들과 국내 학자들의 연구 끝에 국내 자생종이며 일본과는 상관 없다는 것이 밝혀졌다. 이제 제주왕벚꽃축제는 제주 자생종 왕벚나무가 제주 고유 나무임을 알리고 벚꽃을 관광자원으로 활용하기 위해서 개최된다.,자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/220/30274/18367/c/171_-2019-제주왕벚꽃축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/506,제주특별자치도,제주시,제주시 애월읍 장전리,다우렁 왕벚꽃 사생대회,초등학생을 대상으로 한 사생대회로 축제 당일 축제장 주변에서 작품을 그린 후 완성작을 제출해 평가를 받는다.,20191025,"왕벚꽃, 전농로, 제주자생종",20220330
122,9가지 테마로 치즈를 즐겨봐요 '임실N치즈축제',"임실N치즈축제는 임실N치즈라는 임실만의 차별화된 콘텐츠를 활용한 체험형 관광축제이다. 임실은 벨기에에서 온 지정환 신부가 우리나라 최초로 농민들에게 치즈 만드는 기술을 가르쳐준 치즈 생산지이다. 임실N치즈축제는 ‘특별한 치즈(공연), 다함께 치즈(대동), 뽐내는 치즈(경연), 재미있는 치즈(체험), 맛깔난 치즈(음식), 볼만한 치즈(전시), 빛나는 치즈(야간), 더불어 치즈(문화), 마을 치즈(연계)’ 등의 9개 테마로 구성되어 있다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/88/30142/16082/c/036_2019-임실N치즈축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/320,전라북도,임실군,전라북도 임실군 성수면 도인리 689,다함께 치즈,"국가대표 쌀 피자 만들기, 치즈요리 나눔행사, 가족대항 쭉쭉 늘려내 치즈 등 여러 체험들이 있어 가족, 친구, 연인과 함께 참여하여 추억을 쌓아보자.",20191021,"임실, 치즈, 축제, 특산물, 지정환 신부",20220330
123,소백한 철쭉 피는 계절엔 ‘단양소백산 철쭉제’,"충청북도 단양군에서는 매년 5월에 충북과 경북의 경계에 거대한 산맥을 이룬 소백산에서 꽃망울을 터트리는 철쭉의 아름다움을 소재로 축제를 연다. 소백산을 찾는 산악인과 관광객이 참여하는 이 축제는 소백산 산신제를 시작으로 개막하여, 가족과 함께하는 소백산행, 향기 담은 꽃차 시음, 농산물 판매, 단양 문인들과 미술인들의 전시회, 실버가요제, 강변문화제 등 다채로운 프로그램으로 즐거움을 준다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/242/30296/18390/c/195_-2019-단양-소백산철쭉제-thumb.jpg,https://ncms.nculture.org/local-festival/story/98,충청북도,단양군,충북 단양군 단양읍 별곡리 315,단양에서 꽃길만 걷기,단양고등학교 장미터널 입구부터 단양읍 상진리 선착장까지 1.9km 코스를 걸으며 꽃향기 물씬나는 단양을 즐길 수 있다.,20191017,"철쭉, 소백산, 철쭉길 걷기, 죽령옛길 걷기, 소백산산신제, 영주시 발전 기원제",20220330
124,비운의 단종을 위무하는 ‘단종문화제’,"단종문화제는 조선의 제 6대 임금인 단종의 혼과 충신들의 넋을 위무하기 위한 축제이다. 숙종 24년(1698년) 이후 제향(祭享)을 올리던 전통을 계승해서 1967년에 단종제를 시작했다. 지방 유지와 관이 뜻을 모아 문화행사를 겸해 향토문화제로 기획했다. 단종의 무덤인 장릉(사적 196호, 세계문화유산)에서 단종제향을 시작으로, 영조국장도감의궤에 기록된 옛 국장방식을 그대로 재현하고, 주민화합을 위한 칡줄다리기, 군왕의 존재와 권위를 드러내는 대규모의 호위병사와 깃발, 무기 등을 동원한 산릉제례 어가행렬, 단종의 비인 경순왕후 선발대회 등의 다양한 프로그램이 알차게 구성되어 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/189/30243/17156/c/134_-2019-단종문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/92,강원도,영월군,강원 영월군 영월읍 하송리 56,단종국장,조선시대 국왕 중 유일하게 국장을 치르지 못하고 승하하신 단종대왕의 넋을 기리는 행사. 승하 550년만인 2007년부터 실시되었으며 영조국장도감의궤를 참조하여 옛 국장방식 그대로 재현하는 행사로 단종 왕릉이 있는 정릉까지 행렬이 이어진다. 1천명이 넘는 인원과 49종 275식의 도구가 동원되어 장엄하게 재현되는 것이 특징.,20191017,"단종, 장릉, 단종제향, 단종국장재현, 산릉제례 어가행렬",20220330
125,가을의 절정에서 단풍을 즐기는 장성백양단풍축제,"장성백양단풍축제는 전라남도 장성에 있는 백암산과 백양사의 아름다운 가을 단풍을 선보이는 축제다. 1996년부터 개최되었고, 단풍이 절정에 이르는 시기를 택해 매년 10월 말 ~ 11월 초에 개최된다. 백암산은 내장산 국립공원에 속한다. 백양사는 백암산 동쪽에 있는 절로 백제 무왕 때 세워졌는데, 백양사라고 불린 이유는 조선 숙종 때 환양선사가 설법하던 도중 백양 한 마리가 내려와 설법을 듣고 신이 되어 하늘로 올라갔기 때문이라고 한다. 장성백양단풍축제는 가을의 절정에서 자연의 멋을 느낄 수 있는 축제이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/170/30224/17137/c/115_-2019-장성백양단풍축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/494,전라남도,장성군,전남 장성군 북이면 사거리 656-5,단풍숲 거리공연,"쌍계루, 일광정에서 통기타 공연부터 국악, 클래식, 팝페라, 버스킹, 포크 콘서트까지 다양한 장르의 공연이 열린다.",20191021,"백양사, 백암산, 단풍, 정토사",20220330
126,고창읍성을 밟고 무병장수하세! '고창 모양성제',고창모양성제는 애국심을 고취하고 향토문화를 계승 발전시키며 고창군민의 긍지와 애향심을 높이기 위해 1973년부터 개최되고 있는 지역축제이다. 왜구를 막기 위해 전라도민들이 축성한 모양성(고창읍성)을 밟는 답성놀이와 강강술래 재연이 주효 행사이다. 고창군에서는 답성민속을 기리기 위해 매년 음력 9월 9일(중양절)에 축제를 개최하여 답성놀이를 한다.,전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/89/30143/16083/c/038_2019-고창모양성제-thumb.jpg,https://ncms.nculture.org/local-festival/story/244,전라북도,고창군,전라북도 고창군 고창읍 읍내리 127,답성놀이,돌을 머리에 이고 성을 돌면 다리병이 낫고 무병장수한다는 설화를 모티브로 진행하는 모양성제의 대표적인 퍼포먼스다.,20191018,"고창, 읍성, 모양성, 축제, 답성놀이, 모양성제",20220330
